episode_number,host,bright_spot
915,Jordan,Australian and New Zealand TV - finds quirks and cultural differences not present in homogenized American media.
915,Jordan,Australian Traitors takes place in a different house and hotel and uses silver instead of gold.
916,Dan,"Kyle Kinane's new comedy special, Dirt Nap"
916,Dan,A comedian with masterful control of their craft and zero cancel culture rants.
916,Jordan,Enjoying the simple coolness of the upcoming eclipse.
917,Dan,"Returning to Like a Dragon: Infinite Wealth, specifically Dondoko Island, and the ability to rebuild it from a blank canvas in the new game plus."
917,Jordan,The possibilities of games that could be on the Switch.
918,Dan,"The new Fallout show is good, capturing the essence of the games with humor, sardonic commentary, monster bugs, and iconic armor."
918,Jordan,"Alex Jones returns to the studio, providing fresh content to cover after a week and a half of piecemeal appearances."
919,Dan,"Golden Graham S'mores Rice Krispie Treats made with his wife, which are incredibly delicious."
919,Dan,"The rap beef between Drake and Kendrick, which he finds hilarious, and believes has been made less violent by Mos Def and Talib Kweli."
919,Jordan,"Attending Twisted Fest, a live event based on the podcast *Hey Randy*, which he believes to be fantastic and hilariously dumb."
919,Jordan,"Anticipation for the livestream of the Twisted Fest event, which is happening on Friday."
920,Dan,Golden Graham s'mores treats made by Jordan
920,Jordan,New mattress after dogs peed on the old one
920,Jordan,33% off the new mattress
921,Dan,Wife making a surprise gift
921,Jordan,Habanero Jack cheese returning to Aldi
922,Dan,Receiving a papier-mâché pelican as a birthday gift from Jordan's wife.
922,Jordan,"Rafa Nadal winning a match against Alex de Minaur on clay, especially due to Nadal's self-professed condition of being 'broken' and only giving 50% effort."
923,Dan,"A care package from Amy, including a Kevin Bird Lego."
923,Jordan,"Leroy and Cam's healthy, supportive relationship on the Old People Challenge."
924,Dan,Snack-making tear
924,Dan,Made Chex Mix and Golden Grahams s'mores to cope with anxiety about live show
924,Jordan,Live shows coming up
924,Jordan,Excitement of getting out of town
925,Dan,Attending a Cubs game with beautiful weather.
925,Jordan,Taking walks and seeing a wacky inflatable waving arm flailing tube man outside a car dealership.
926,Dan,"Returning to Boston, where grew up until a young age."
926,Jordan,Brother got rehired
926,Jordan,Survived hanging out with Dan for two hours without a fight.
927,Dan,Not being robbed last night.
927,Dan,Getting candy at It's Sugar
927,Jordan,Staying in the hotel last night.
927,Jordan,"Seeing ducks, being close to them, and almost making friends with a duck."
928,Dan,"Taking the ferry to New York, albeit a short ride, and the existence of Wack Off Gardens."
928,Jordan,Ryan appreciation leading to a sincere moment with Dan and Julie questioning them.
929,Dan,Being home with his wife and pups
929,Dan,"The French Open, especially Rafa Nadal's performance and the potential for a comeback"
929,Jordan,Being back in the studio and back to normal life
929,Jordan,Hanging out with friends and catching up on stories
929,Jordan,Playing Diablo and enjoying the new season
929,Jordan,Laundry not being ruined after the water was turned off
930,Dan,Patriotic frosted sugar cookies to get through Alex Jones's intense weekend coverage.
930,Jordan,"The French Open: highly competitive with players giving their all, especially with Rafa Nadal absent."
931,Dan,"He received a T-shirt from the audience that says, ""What's your bright spot?"" on the back"
931,Dan,"He got to eat a Coffee Crisp, a local Canadian candy bar."
931,Jordan,"His wife made a paper mache pelican, named Mega Steve, as an emotional support animal for Jordan during his trip. He's taken pictures of Mega Steve longingly looking out the window and sending them to his wife."
932,Dan,Summer vacation has started for his wife
932,Dan,More quality time together
932,Dan,Working on a graphic novel collaboration
932,Dan,Watching Taskmaster projected on the wall
932,Jordan,New season of Taskmaster Australia
932,Jordan,Finds the Australian Taskmaster nearly as good as Greg Davies
932,Jordan,Enjoys the show's straight man assistant
933,Dan,New shirt: Coffee-colored and a good fit
933,Jordan,The Acolyte: New Star Wars show
934,Dan,Being invited to go on Laura Coates Live on CNN with Jordan
934,Dan,"Knowing what to expect this time around, making the experience more comfortable"
934,Jordan,Attending the CNN show with Dan
934,Jordan,"Having confidence in their ability to handle whatever arises, including potentially walking out or making a statement about Joe Walsh"
935,Dan,"The return of Uncle Howdy to WWE Raw, a potentially well-done homage to the late Bray Wyatt."
935,Jordan,"Rediscovering the Kings of Convenience album 'Versus', a remix album of Norwegian folk music with electronic and dance influences."
936,Dan,The return of Uncle Howdy
936,Jordan,CT and Casey sharing their prize money on 'The Challenge'
936,Jordan,The shift from winner-takes-all to sharing the prize pool on 'The Challenge'
936,Jordan,A fairly enjoyable season of old person 'Challenge'
937,Dan,Playing Diablo IV as a druid with a posse of werewolves and birds
937,Jordan,Sun tea made by his wife
938,Dan,The existence of a donut shop near his home that is so good it frequently sells out of its donuts.
938,Jordan,Receiving assistance from Dan to get a trophy in Diablo.
939,Dan,"Wife bringing home gifts like a seabird, specifically flowers."
939,Jordan,A donut that lived up to the hype.
940,Dan,"Revisiting enjoyable activities like seltzers and plant care, attempting moderation, and taking a second swing at summer."
940,Jordan,Summer Games Done Quick (SGDQ) and a shoutout to speedrunner Sathdresh.
941,Dan,Finding and enjoying a Fresca soda
941,Jordan,"Watching Wimbledon, especially the Alcareth and Francis Tiafoe match"
942,Dan,"Increased music listening, especially Alanis Morissette's Jagged Little Pill, with a reevaluation of the song 'Ironic'"
942,Jordan,"Wife's artist retreat, offering some routine through dog care responsibilities"
943,Dan,Finding self prominently featured (though blurry) in rare footage of a Daft Punk concert from 2007.
943,Jordan,Discovering previously unknown eyebrow flexibility while staring at self on a video call.
944,Dan,"Recording the episode remotely from Branson, Missouri, despite being on vacation with family."
944,Jordan,Listener Ben sending an email delayed six months to remind him to buy a new coat.
945,Dan,Watching the RNC.
945,Dan,Realizing the relevance of studying Alex Jones's content in comparison to mainstream political rhetoric.
945,Dan,Seeing Jim Justice with Baby Dog.
945,Jordan,Being back in the studio with Dan.
945,Jordan,Having dogs safe and nearby.
946,Dan,"Listening to ""Children of Sanchez"" by Chuck Mangione and appreciating its structure."
946,Jordan,"Revisiting the song ""For Today I Am a Boy"" by Anohni and reflecting on the artistic impact it had."
947,Dan,Recording a wacky Wednesday episode about Chase Geyser's short film
947,Jordan,Wife returning home four days early
948,Dan,Wife has returned home safely from travel.
948,Jordan,Getting into Blank Check with Griffin Newman and David Simms.
949,Dan,"The resolution of the debate on who will win between his and Jordan's influence, coming down on the side of headbands"
949,Dan,Becoming part of the headband nation and adopting them for exercise
949,Dan,Having his stubbornness win over
949,Jordan,The Olympics
949,Jordan,Being able to watch olympic tennis in Roland Garros with his wife
949,Jordan,Rafa and Carlos Alcaraz playing doubles together
950,Dan,Retrieving his entire music collection from an old hard drive backup.
950,Jordan,Venom 2 movie with friends. Tom Hardy's performance and the dynamic between Tom Hardy and Venom are highlights.
951,Dan,"SummerSlam, particularly the presence of Roman Reigns, and wanting more of Uncle Howdy."
951,Jordan,"Wife's purchase of a new, always-cold comforter."
952,Dan,Being recognized at Aldi (twice!).
952,Jordan,The US women's national soccer team is playing great at the Olympics.
952,Jordan,The basketball team had a fourth quarter comeback win.
953,Dan,"The women's national soccer team winning gold, 1-0, with a fantastic game and impressive saves by goalie Alyssa Nair."
953,Dan,"Steph Curry and the men's national basketball team winning gold on the same day, with Curry making impressive shots and Kevin Durant being the all-time leading Olympic scorer."
953,Jordan,"Animations of clips from their show on YouTube, created by Kudos."
953,Jordan,"Animations of Brendan and Coach McGurk, created by Kevin."
954,Dan,Found a dry flower vape that works well after quitting smoking
954,Dan,Handheld and doesn't create a strong odor
954,Jordan,The new season of The Challenge
954,Jordan,There are 40 seasons!
955,Dan,Drummers writing drum tracks for songs without them
955,Dan,Danny Carey's drumming in Numa
955,Jordan,Dynamics of The Challenge season
955,Jordan,Premiere episode with no eliminations
955,Jordan,Return of Fat CT
955,Jordan,Devin's swimming
955,Jordan,Laurel pissing off Cara Maria
955,Jordan,Leroy's potential resurgence
955,Jordan,Horacio and Nerys' love
956,Dan,Wife is going back to school
956,Dan,Potentially wife getting fired
956,Jordan,Watching daytime TV from the 90s
956,Jordan,Donahue
957,Dan,Sunny the puppy's successful liver surgery
957,Jordan,Little John's DNC appearance
958,Dan,Discussing the recent episode of *The Challenge*.
958,Jordan,"Shohei Ohtani's incredible baseball performance, excelling as both a hitter and a pitcher."
958,Jordan,The possibility that Shohei Ohtani is the devil.
959,Dan,"Star Wars Outlaws, especially enjoying the feeling of being Han Solo within the game."
959,Jordan,Resolution of HVAC issue in studio being less severe than anticipated.
959,Jordan,"Enjoying the movie Knives Out, particularly Daniel Craig's character Benoit Blanc."
960,Dan,Wife's mom's birthday
960,Jordan,Cinnamon toast crunch and other cinnamon flavored items
961,Dan,Watching Francis Tiafoe at the US Open
961,Jordan,New shoes with cushiony insoles.
962,Dan,"Announcing the new show, 'It's a Matter of Time,' focusing on the 1960s TV show 'Time Tunnel,' as a form of escapism from the Alex Jones content."
962,Jordan,"Listening to D'Angelo's Live at the Jazz Cafe album, specifically thinking about D'Angelo's level of sexiness and its impact on his career."
963,Dan,Getting a tattoo of a mountain in the style of ink wash paintings.
963,Jordan,Finished the first season of Poker Face and enjoying Rian Johnson's work.
964,Dan,Got ink on leg
964,Dan,The tattoo is healing well
964,Jordan,The positive response to a matter of time episodes.
965,Dan,Geoguessing competitions on YouTube.
965,Jordan,Wonks sending swag from the US Open: a tennis ball.
966,Dan,Walking into the kitchen and hearing his children badly singing along to the Knowledge Fight theme song
966,Jordan,Shohei Ohtani's unprecedented 50 home runs and 50 stolen bases season
967,Dan,Secret mission to Pennsylvania for the Alex Jones/Tucker Carlson live show
967,Jordan,"Jason Pargin's new book, I'm Starting to Worry About This Black Box of Doom"
968,Dan,Coca-Cola Oreos (despite being trash)
968,Jordan,Getting computer fixed by a mysterious repair shop owner
969,Dan,Remembering and rewatching the movie Josie and the Pussycats
969,Jordan,Attending the wedding of dear friends Marty and Sarah
970,Dan,Returning from a wedding
970,Dan,Fall leaves and nature
970,Jordan,Positive reviews of a mustache
971,Dan,Wife's birthday celebration
971,Dan,Spending the day with his wife
971,Dan,Sharing donuts and gummy worms
971,Dan,Eating potato donuts
971,Jordan,"Enjoying Time Tunnel and side podcast, It's About Time"
971,Jordan,Excited (but then disappointed) about the new show Brilliant Minds.
972,Dan,"Went out for Italian dinner with his wife and her mothers, specifically eating a great steak."
972,Jordan,"Watched Trump's speech in Coachella, leading to strange and interesting feelings."
973,Dan,Second session of a light piece tattoo
973,Dan,New Godspeed You Black Emperor album
973,Jordan,Leftover Fluffernutter cookies
974,Dan,Watching The Wild Robot
974,Jordan,All Dressed Lay's Ruffles
975,Dan,Mustache is growing on him and taking over his personality (no bullshit attitude)
975,Dan,Looking like a firefighter
975,Dan,Learning some entertaining and enlightening things about Alex Jones' bullshit
975,Jordan,A literal supernova (mother-in-law purchased a World Series ticket)
975,Jordan,Getting to see Otani (maybe top ten baseball player alive)
975,Jordan,A potentially new baseball legend moment
975,Jordan,People liking honesty (regarding Tim Walz calling Elon a dipshit)
976,Dan,Playing *Dragon Ball FighterZ*
976,Jordan,Realizing a new rice cooker is significantly better than the old one
977,Dan,"Attended a World Series baseball game, a perfect gift from his wife's parents."
977,Dan,Experienced kindness from people in New York City.
977,Dan,Saw Ohtani play baseball.
977,Jordan,"Brought Halloween candy for Dan, including Nerds."
977,Jordan,Tried to push Dan's boundaries with Warheads.
978,Dan,The Cure's new album is pretty good.
978,Jordan,Realizing wild meant 'grows wild' not 'cool'.
979,Dan,Parents visiting from out of town
979,Jordan,New shower installation at home
980,Dan,The completion of the shower installation.
980,Dan,Anticipation of the next home improvement project.
980,Jordan,Living in the calm between the election and Alex's auction.
980,Jordan,Appreciating the calm before the next big event.
981,Dan,Thinking about Ewoks playing stormtrooper helmets like xylophones at the end of Return of the Jedi.
981,Dan,Realizing there's no need for a Death Star to explode to party; just party whenever.
981,Jordan,"A friend sent a trailer for a documentary about Yacht Rock that includes JD Riznar, Hollywood Steve, Hunter, and Dave Lyons, who created Yacht Rock the show and gave new life to artists like Michael McDonald and The Doobies."
981,Jordan,Listening to smooth jams inspired by the trailer.
982,Dan,"Going on vacation, a much-needed break after a long period of work on the podcast."
982,Jordan,"Tennis, specifically the ATP Finals and the exciting new player Jannik Sinner."
985,Dan,Trip to Europe
985,Dan,Learned about marshmallow prevalence
985,Dan,Buttons are coming back
985,Dan,200 glow-in-the-dark buttons
985,Jordan,"Great time with families over Thanksgiving, positive experiences with both immediate and extended family"
985,Jordan,Back to back family events resulted in positive experiences with happy babies and family members
986,Dan,"Kendrick Lamar's album *good kid, m.A.A.d city*"
986,Dan,D'Angelo
986,Jordan,Squashies
986,Jordan,Confessing a secret marshmallow-adjacent love
987,Dan,Using the show as a reminder to finally buy a good winter coat.
987,Jordan,Wife plotting for his happiness by getting him a chair after years of sitting on the floor.
988,Dan,Guesting on the Cryptids Cocktail Party podcast about the Baba Yaga.
988,Dan,Guesting on the Tyrant in Training podcast.
988,Jordan,Realizing the word 'wonk' is 'know' spelled backwards in the mirror while brushing teeth and having a 'Usual Suspects' moment.
989,Dan,Home-made Chex Mix
989,Jordan,Reese's Peanut Butter Bars
990,Dan,A Jack in the Box opened in Chicago
990,Dan,Jack in the Box tacos
990,Jordan,Mailbag is overflowing (with candy!)
990,Jordan,Reinforced perception that the European mind is interested in marshmallows
991,Dan,Lunch with his cousin
991,Jordan,The new season of Tiny Dinos podcast
992,Dan,Anticipating the new year and the possibility of confronting more truths.
992,Dan,Having a good Christmas.
992,Jordan,"Welcoming a new puppy, Sunny, to the family after she overcame liver problems."
993,Dan,"The surprisingly smooth transition of welcoming a new puppy, Sunny, into the home. Existing dogs Fanny and Jake have been surprisingly chill, and there haven't been any fights, peeing, or territorial issues."
993,Jordan,"The release of the first episode of Celene's Family Adventure starring his cat, Celene, and her adopted animal family. The episode features quokkas, which is a fun callback to when listeners from Australia would call in to correct the hosts on how to pronounce the word."
996,Dan,Games Done Quick charity event for PREVENT Cancer Foundation
996,Jordan,The Challenge finale (yet to be watched)
996,Jordan,Friend getting a theremin at 18
997,Dan,"Recently being on God Awful Movies, Discovering a MAGA creator with accidental depth, Testing new Pringles flavors (Hot Ones Los Calientes)"
997,Jordan,Finishing Part One of new book 'The Institution' and posting it on website
998,Dan,"Enjoying The Traitors UK, specifically the host"
998,Dan,Appreciates Alan Cumming's portrayal of the host on the US Traitors
998,Jordan,Enjoys the new season of Traitors
998,Jordan,Finds Caroline from Survivor 44 revolutionary
999,Dan,"Trying unique, possibly imagined, banana-flavored circus peanut candy"
999,Dan,Launching a GoFundMe for the Transgender Law Center: Naplovingceline'scallforjustice
999,Jordan,Tennis: The Australian Open's second week and surprising success of American teenagers
S010,Dan,Presents from folks (shout outs to come later)
S010,Dan,Lighter workload
S010,Dan,Getting an eye exam and new glasses
S010,Jordan,Being in France
S010,Jordan,Paris is incredible
S011,Dan,Chocolate graham crackers
S011,Jordan,"New album by Isaiah Rashad, his first in five years"
S012,Dan,"Partner, Summer vacation"
S012,Dan,"Discovering the show ""For All Mankind"""
S012,Jordan,A trip to St. Louis to attend the wedding of a mutual friend and visit with old acquaintances.
S015,Dan,Planning a trip to Toronto with his wife.
S015,Dan,"The possibility of going to an escape room in Toronto, although it requires a party of four."
S015,Jordan,"Receiving a package full of chocolates from Germany, including Ritter Sports, particularly the prospect of trying the Hola Amigos Crispy Banana flavor."
S015,Jordan,"Making chili oil for the first time, despite being temporarily overwhelmed by the aroma of shallots."
